base_x,base_y,base_z,quat_x,quat_y,quat_z,quat_w,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28
-0.4146414642056776,0.40245237384563004,0.6474680719387254,-0.014625681490435211,-0.03327227903028999,0.9993346437878293,-0.0030519853413614947,-0.046116409384956564,0.021598787666803086,-0.052647671097249694,0.8857115312839187,-0.29429370870857263,-0.14853853437698228,-0.7607255035838648,0.06208531174730242,-0.1274884729630421,1.1777029049260508,-0.535629942211852,-0.03346713094111716,-0.1543712828017129,0.05485613886004337,0.4026733460324292,-0.04356368639763284,0.30098456600404444,-0.09400069663306565,1.0536521218708055,-0.04876319468701006,0.005930628785650753,0.04240030039226944,0.08173978597109544,-0.2862651976932289,0.10007842464248866,1.019048358418483,0.1728813389464226,-0.018813521344863235,0.015239427270562371
-0.42945249211773406,0.40598013933258165,0.6558846202306616,-0.014226251045727783,-0.03544815421149591,0.9992690382512788,0.001559274365484569,-0.1107987111501958,0.05331948391233528,-0.01663916794781222,1.0435948846114544,-0.2567903624566201,-0.136547232390026,-0.704919313190735,0.06118273360813306,-0.15847501630967262,1.1152258633757322,-0.5713021346599979,-0.04322415289066096,-0.14049870162966033,0.061546258466042496,0.4075244779619996,-0.02736070533152244,0.2936026390240077,-0.09563578639135992,1.039889003172281,-0.0658884135922269,0.005506962610034915,0.04439757121880563,0.0808827213946405,-0.2931248887007142,0.09549251215103667,0.9797032493720071,0.1903664175968055,-0.018986198869073455,-0.003446638440303019
-0.4431704861691068,0.4099401877467359,0.6641854441585944,-0.010699584596662676,-0.03546817493550934,0.9993135225122588,0.00010573714882715617,-0.185395872950856,0.1044191320004272,0.026250600760468146,1.2516652008576208,-0.28357596169496196,-0.08295855885998467,-0.6494061617098033,0.06966963702115717,-0.1606333559798731,1.072491822949556,-0.5770814514267608,-0.04694192898918791,-0.13159269954563127,0.06299017775629112,0.41275225215979444,-0.010431577919253726,0.2927424126518895,-0.10976610548707615,1.0265449618238287,-0.07348874594796051,0.006979459270433965,0.038867571688950775,0.07797428468870528,-0.3033895287794407,0.09373820426652808,0.9543811804430898,0.20140883487596697,-0.021734632481239843,-0.009077526945560537
-0.45612151314580107,0.4139776843727355,0.6723184995734235,-0.00880721761257678,-0.03519162003167305,0.9993299423262634,0.0048630409888079104,-0.26964133428886206,0.13491770567349687,0.04088308874411532,1.4643352226232327,-0.36016188302914093,-0.01923942512242035,-0.5991691875458313,0.087049602387808,-0.1531030218480267,1.0241593233785746,-0.5748314482138703,-0.0442955959075282,-0.10568710463199986,0.06341031544420075,0.41507709389831643,-0.005566857499391779,0.2973260449251664,-0.12123704953635646,1.017146957940413,-0.06347523918987445,0.009649053403469712,0.03915389326773767,0.06617633220536805,-0.31420969256141784,0.09201794957858775,0.9320014764643733,0.20819572697308864,-0.021675384605228915,-0.018701839818831258
-0.4680423592781667,0.4180658143329671,0.6805569755213501,-0.011358590650911346,-0.03406646368214623,0.9992798031192618,0.012261058214865995,-0.3760213321537588,0.15469541675797965,0.044547997708995674,1.654114566298137,-0.4288233987963907,0.02263568048875547,-0.5629169966358724,0.12045805842771634,-0.11496275986774965,0.9808567465077165,-0.5479147093394982,-0.03499320980065095,-0.07348547539850432,0.06241432305023248,0.4165210131694186,-0.0134536441317087,0.3042085011534103,-0.12184895017981096,1.0149215681149828,-0.055743925952286395,0.012111655714423353,0.0437059025064911,0.037351484828683265,-0.3266165429062088,0.08433952686493801,0.9169032746261498,0.21149287145737228,-0.018161815123251296,-0.02571259476697532
-0.4789872768079947,0.42186668954269546,0.687770070323855,-0.018999275147069145,-0.02860514310336417,0.9992360461738753,0.0186573674114042,-0.5073057243862045,0.15922260159004917,0.048041792681679435,1.8036773723595365,-0.48705004369527005,0.05908054235996206,-0.5389426564736436,0.12775812453993132,-0.09392379708983213,0.9344129692311497,-0.5358308208403141,-0.028276340709330335,-0.04200118842896134,0.052622517269764586,0.40265090790624986,-0.01922286767084975,0.30866091767458814,-0.11569581508271283,1.0209796457645546,-0.062088452332072545,0.01700678086838334,0.0436676168305469,0.007896906555506435,-0.3374425670164296,0.08040705866218573,0.9157291848414559,0.22006854456372643,-0.01706358070169609,-0.023596433948070136
-0.48965985738571793,0.4249743419187144,0.6934297466707751,-0.028962515050505504,-0.019910478309153663,0.9991482114304088,0.021623995256798444,-0.654838390582236,0.15397083373475667,0.05451314087985306,1.8985902485472543,-0.5213952192029427,0.07789941054194012,-0.5225473153724093,0.1170248162587477,-0.08184393311187174,0.8958306469640496,-0.5321306920750242,-0.014392875547833977,-0.02141294323373304,0.037849247175708964,0.36919576599744025,-0.0075138639373890925,0.2934550932002192,-0.07264016733784887,1.0356233422637136,-0.021670075890476603,0.011106283519269402,0.034706567681671525,0.004789695795469451,-0.3349263948629459,0.06663350829642689,0.8934438327779007,0.20372439957789973,-0.012707989804616635,-0.038483657540382715
-0.5011666904483197,0.42777224868291086,0.6985508954779776,-0.030931814299092957,-0.010390606418443301,0.9992443462759424,0.021118584185234598,-0.7832627941138052,0.14625889837360231,0.06787037985118334,1.9360547704992888,-0.5347023354615323,0.09490137562122204,-0.4913948526550401,0.09899590682058476,-0.07443269660208761,0.8674829077805821,-0.5383661247987999,0.002760051358568332,-0.006067822442518921,0.015712808905719574,0.36681712655814597,-0.008730505974178633,0.2984366700834505,-0.06820588833086118,1.0490255807428126,-0.0228460725921154,0.006907518140873944,0.039468562639764254,-0.01713275075448116,-0.3390646101078583,0.07210333440846567,0.889470568506737,0.20986423441599159,-0.010220200851943417,-0.03853568375933927
-0.5137004891750819,0.429558962619807,0.7022148334709803,-0.028996801507805748,-0.0010196940532668144,0.99927199353656,0.024771529218540693,-0.8854797415566511,0.13714233999688474,0.08751940854579922,1.9186836963290579,-0.5658120595908402,0.10504584744351828,-0.4554668955037762,0.08263867881760562,-0.06167983971245638,0.8507565895473378,-0.5452992042669771,0.020428077604798298,0.01679568666881128,-0.006147943112312072,0.36151815791122666,0.0023563866436530426,0.3026672172315331,-0.06821572239069085,1.0618091503846407,-0.014552185432594702,0.009274656163880932,0.04229863299893182,-0.02689851838188783,-0.3415771509484708,0.0764496147519983,0.8832433779634028,0.20369359860782887,-0.009545844443055111,-0.03339940355098614
-0.5269086172535093,0.43091523687361866,0.7056010974798876,-0.022329237213109962,0.0076951969972376705,0.999327312194616,0.02805552014381578,-0.9589713819901948,0.12979618910263913,0.11034338583506713,1.8526064853502695,-0.5681435758263056,0.1108894465697659,-0.40583058261644417,0.06686373831971627,-0.048396540159062036,0.8296101478931686,-0.5585543062073024,0.03324825123214619,0.03532968663229638,-0.02703595915206794,0.3700515711511922,0.006431683447339125,0.3073516551875943,-0.07194805526672479,1.079446357249595,-0.014787633560431973,0.009418821051340499,0.04095749144980686,-0.0438219461147107,-0.3469747289787771,0.09310700712926327,0.8818754703799367,0.19280324740109395,-0.006432257591145016,-0.023405869390913898
