base_x,base_y,base_z,quat_x,quat_y,quat_z,quat_w,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_pitch_joint,waist_roll_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint
0.00182019943113709,-0.354283919614902,0.691446160898794,0.00541009280125111,-0.0278776908041298,0.0256057441143771,0.99926868815132,-0.0452253334494717,-0.024178173523797,-0.0681273268124187,0.0892101068983146,0,0,-0.0537159030120338,0.000525714983007253,0.0838567614919868,0.134437718289427,0,0,-0.0792625082329416,0.156519984349844,0.0236266234464559,-0.0681584649782131,0.0344912900781643,-0.357784134336316,-0.152998793049959,0.0132333203102334,-0.0666211715688977,0.288784761143087,-0.00746088689611357
0.00112875393802605,-0.354342592214846,0.691735438509404,0.00565052973942801,-0.0543830928355258,0.0348146849194115,0.997897032985502,-0.0477877599476939,-0.0341098283958683,-0.111151650336634,0.183024886068299,0,0,-0.0816353434449557,0.00996865637692226,0.107878337258611,0.273243645639548,0,0,-0.0869511502253554,0.235681714758816,0.0373734961031825,-0.0745503178727115,0.0585165907017052,-0.441902074203209,-0.266722474494201,-0.014050515984207,-0.111039952182686,0.405873669880051,-0.0298849571731712
0.000900437019467151,-0.354434030696456,0.691840321780697,0.00441376514068336,-0.0648477318649684,0.0362917874481241,0.997225248633965,-0.0418324291966229,-0.0339337327835448,-0.117329550055301,0.213306735425799,0,0,-0.0897796367008732,0.0181792640473338,0.110737471237052,0.326684438740275,0,0,-0.0968710298093977,0.26513544897215,0.0434854915928558,-0.0672861947027349,0.0717311064963029,-0.440669980669864,-0.310812422130143,-0.0299136779966172,-0.122776474564729,0.433198676738445,-0.0676711723387667
0.000706463298567237,-0.354386919081669,0.691893813567107,0.00394521079176489,-0.0676507101279184,0.036882127828969,0.997019320463653,-0.0382004098052389,-0.0326638905713491,-0.116556214485503,0.217247455071424,0,0,-0.0904644935210826,0.0202422631927917,0.110587406718377,0.338317321869808,0,0,-0.101692877757374,0.272906709842313,0.0447449864516278,-0.0643863662082764,0.0746205899304745,-0.436254819925602,-0.321376480029082,-0.0340081184884505,-0.125755281298836,0.438879991563226,-0.100102308956132
0.000808248800299911,-0.354222926901244,0.691930027283731,0.00376589785523795,-0.0684481016910746,0.0370448663073561,0.996959554479771,-0.0361516804446225,-0.0321742139988189,-0.115944467996308,0.216743966710249,0,0,-0.0903543769489242,0.0205582394643397,0.109986195242661,0.341391982559768,0,0,-0.10408621934372,0.274657929628867,0.045124683111682,-0.0632378887513297,0.074832259004296,-0.435535253998985,-0.323704375928376,-0.0342991352382856,-0.126945426801149,0.440819978821125,-0.125612231853313
0.000568544017287892,-0.353994621258879,0.691962515230125,0.00355833141130683,-0.0689808286511089,0.0371818647450568,0.996918498419131,-0.0350427938425584,-0.031802921775481,-0.115305137063961,0.216256663919812,0,0,-0.0901333801846394,0.0206680987174025,0.108852929248137,0.342532824560316,0,0,-0.105375625764444,0.274998452546735,0.0454785651761686,-0.0630058958093985,0.0741817084214898,-0.43481375522214,-0.323945034682226,-0.0341575073283484,-0.127973157189033,0.441080066238303,-0.145843703923763
0.000622377459627389,-0.353660442093033,0.691992556539305,0.00334790940645245,-0.0693023471679628,0.037198203689606,0.996896318491489,-0.0342039076895171,-0.0316320067651538,-0.114859622407783,0.2161492983178,0,0,-0.0897485433893626,0.0205775140188309,0.107707899886654,0.343186752902765,0,0,-0.106256185966932,0.275178373332476,0.0457532209811408,-0.062618565703598,0.0731211547626754,-0.43414201604609,-0.323374653133435,-0.0336185313194002,-0.128912885788745,0.441071491603644,-0.16152151173833
0.000756562923361279,-0.353339891931686,0.692020500224883,0.00314137160900491,-0.0695108045202174,0.0371740964402049,0.99688337652567,-0.0334201840594134,-0.0313909343921921,-0.113961654311484,0.215881329385578,0,0,-0.0895242030041099,0.0204312022532868,0.106420140285087,0.343878631791231,0,0,-0.106868342780813,0.275186148041717,0.0459726174775413,-0.0621307395049727,0.0722732929652344,-0.433696349802599,-0.322901910875988,-0.0328093531270575,-0.129992282378164,0.440854989274887,-0.173832436605772
0.000749594492566519,-0.352886544906797,0.692043952870662,0.0028636969501091,-0.069759102062046,0.0370200280627112,0.996872601911353,-0.0324884745925495,-0.0313386179859545,-0.113782082873299,0.21514180675305,0,0,-0.0894494446202187,0.0203778636083549,0.106104795410091,0.344642734203041,0,0,-0.107499158734695,0.275018861243811,0.0460801231075479,-0.0620013195521188,0.0712817275900571,-0.433351130446383,-0.322356429736198,-0.0325267298661476,-0.130927734542497,0.440710371516258,-0.18355658497479
0.000948645642687991,-0.352394258155705,0.692059949839017,0.00260685973056405,-0.0700806287768983,0.0371435105192056,0.996846161340299,-0.0316546327440039,-0.0312137262363618,-0.11342715895763,0.215438488766253,0,0,-0.0891738147387731,0.0202547659055344,0.105196414541846,0.345975265174916,0,0,-0.108016462240229,0.275095162391869,0.0462990476283634,-0.0616224122862643,0.0702374439785461,-0.432975199529973,-0.321915892494185,-0.0318587161729127,-0.132158594948133,0.440281258520122,-0.190944895482669
0.00132515323516248,-0.352126758580044,0.692075598107944,0.00265734291098131,-0.0704717919789062,0.0372151056145093,0.996815780863263,-0.0307723048897727,-0.031494665007644,-0.113369341018023,0.216371518494971,0,0,-0.088338714697244,0.0197098687217483,0.104749135666235,0.347025493801167,0,0,-0.107928787901612,0.275480506649271,0.0463695687968812,-0.0615636374826153,0.0694594976274843,-0.432100565278333,-0.320648003808972,-0.0308400694836706,-0.132914564324036,0.439771140058188,-0.196407355962336
