base_x,base_y,base_z,quat_x,quat_y,quat_z,quat_w,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20
1.9331898866133124,0.5293954053804741,0.6633405656963165,-0.02615728059194625,-0.02242281742654997,0.9993673885034837,0.008822512477591714,-0.27373494256531483,-0.005489621117829751,-0.16550608468443037,0.25920507409603694,0.0,0.0,-0.30629991189358247,0.0964775999210856,0.02686096086196218,0.3783250957504471,0.0,0.0,0.020042122246858477,0.21549735030792005,0.06317154666495367,-0.05878633414921432,-0.27699694738041164,0.23892904374639617,0.060999999999312084,0.16631571660010722,-2.657537281410084e-16
1.9331898866133124,0.5293954053804741,0.6633405656963165,-0.02615728059194625,-0.02242281742654997,0.9993673885034837,0.008822512477591714,-0.2746056733659178,-0.005472313257582996,-0.16527273295031863,0.26041159240149886,0.0,0.0,-0.30629991189358247,0.0964775999210856,0.02686096086196218,0.3783250957504471,0.0,0.0,0.020042122246858477,0.21549735030792005,0.06317154666495367,-0.05878633414921432,-0.27699694738041164,0.23892904374639617,0.060999999999312084,0.16631571660010722,-2.657537281410084e-16
1.9331898866133124,0.5293954053804741,0.6633405656963165,-0.02615728059194625,-0.02242281742654997,0.9993673885034837,0.008822512477591714,-0.2802407138793737,-0.005360303330261997,-0.163762568758706,0.26821972268332184,0.0,0.0,-0.30629991189358247,0.0964775999210856,0.02686096086196218,0.3783250957504471,0.0,0.0,0.020042122246858477,0.21549735030792005,0.06317154666495367,-0.05878633414921432,-0.27699694738041164,0.23892904374639617,0.060999999999312084,0.16631571660010722,-2.657537281410084e-16
1.9331898866133124,0.5293954053804741,0.6633405656963165,-0.02615728059194625,-0.02242281742654997,0.9993673885034837,0.008822512477591714,-0.2941961490962283,-0.005082905629102588,-0.1600225781601399,0.2875569139692658,0.0,0.0,-0.30629991189358247,0.0964775999210856,0.02686096086196218,0.3783250957504471,0.0,0.0,0.020042122246858477,0.21549735030792005,0.06317154666495367,-0.05878633414921432,-0.27699694738041164,0.23892904374639617,0.060999999999312084,0.16631571660010722,-2.657537281410084e-16
1.9331898866133124,0.5293954053804741,0.6633405656963165,-0.02615728059194625,-0.02242281742654997,0.9993673885034837,0.008822512477591714,-0.31882511537521074,-0.004593345932714833,-0.15342213174593228,0.321683763093724,0.0,0.0,-0.30629991189358247,0.0964775999210856,0.02686096086196218,0.3783250957504471,0.0,0.0,0.020042122246858477,0.21549735030792005,0.06317154666495367,-0.05878633414921432,-0.27699694738041164,0.23892904374639617,0.060999999999312084,0.16631571660010722,-2.657537281410084e-16
1.9331898866133124,0.5293954053804741,0.6633405656963165,-0.02615728059194625,-0.02242281742654997,0.9993673885034837,0.008822512477591714,-0.3554044266150036,-0.003866244506622577,-0.14361904943334192,0.37236947282334026,0.0,0.0,-0.30629991189358247,0.0964775999210856,0.02686096086196218,0.3783250957504471,0.0,0.0,0.020042122246858477,0.21549735030792005,0.06317154666495367,-0.05878633414921432,-0.27699694738041164,0.23892904374639617,0.060999999999312084,0.16631571660010722,-2.657537281410084e-16
1.9331898866133124,0.5293954053804741,0.6633405656963165,-0.02615728059194625,-0.02242281742654997,0.9993673885034837,0.008822512477591714,-0.40426120042601327,-0.0028950991048030048,-0.13052566525075754,0.44006730998262666,0.0,0.0,-0.30629991189358247,0.0964775999210856,0.02686096086196218,0.3783250957504471,0.0,0.0,0.020042122246858477,0.21549735030792005,0.06317154666495367,-0.05878633414921432,-0.27699694738041164,0.23892904374639617,0.060999999999312084,0.16631571660010722,-2.657537281410084e-16
1.9331898866133124,0.5293954053804741,0.6633405656963165,-0.02615728059194625,-0.02242281742654997,0.9993673885034837,0.008822512477591714,-0.4648994843021398,-0.0016897679712261902,-0.11427489212288022,0.5240900635795809,0.0,0.0,-0.30629991189358247,0.0964775999210856,0.02686096086196218,0.3783250957504471,0.0,0.0,0.020042122246858477,0.21549735030792005,0.06317154666495367,-0.05878633414921432,-0.27699694738041164,0.23892904374639617,0.060999999999312084,0.16631571660010722,-2.657537281410084e-16
1.9331898866133124,0.5293954053804741,0.6633405656963165,-0.02615728059194625,-0.02242281742654997,0.9993673885034837,0.008822512477591714,-0.5361268817925473,-0.00027395284139466146,-0.0951862866559062,0.6227855029313043,0.0,0.0,-0.30629991189358247,0.0964775999210856,0.02686096086196218,0.3783250957504471,0.0,0.0,0.020042122246858477,0.21549735030792005,0.06317154666495367,-0.05878633414921432,-0.27699694738041164,0.23892904374639617,0.060999999999312084,0.16631571660010722,-2.657537281410084e-16
1.9331898866133124,0.5293954053804741,0.6633405656963165,-0.02615728059194625,-0.02242281742654997,0.9993673885034837,0.008822512477591714,-0.6161811786734341,0.0013173180561170572,-0.07373211392270956,0.7337118357896191,0.0,0.0,-0.30629991189358247,0.0964775999210856,0.02686096086196218,0.3783250957504471,0.0,0.0,0.020042122246858477,0.21549735030792005,0.06317154666495367,-0.05878633414921432,-0.27699694738041164,0.23892904374639617,0.060999999999312084,0.16631571660010722,-2.657537281410084e-16
