base_x,base_y,base_z,quat_x,quat_y,quat_z,quat_w,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24
-0.2592298927306586,0.23192404827848392,0.5036267482987129,0.18232720231997823,-0.0004608437142077476,-0.9825537828844045,-0.03666936946264263,-0.020116307777280348,-0.7359952246478259,0.03615324425149846,0.015495569383385963,0.9360383459353422,0.012524261807047011,-0.19404215201506278,-1.3502479782656998,0.0986859298414581,-0.030370060508615723,1.0773865886242866,-0.1764523212056906,-0.023896619333075613,0.01850289121543789,0.30380534000475395,-0.1670293941639703,-0.5586098819379396,0.022893906458936245,0.17173512092456378,-0.20448527280454223,-0.028545962544635185,-0.590094920995596,-0.10691114161887086,-0.03173836246082431,0.38731584222487764
-0.26672255859190375,0.23513858155566342,0.5072044566088103,0.18658853263810024,-0.0019368974574839521,-0.9817843285241884,-0.035784077192359126,-0.030809434096261253,-0.7940785058781433,0.06520659332138184,0.048316386144517616,1.029698274394811,0.09902899130415005,-0.1754721042868569,-1.3192911051735645,0.0912863603922031,-0.06410094932724049,1.0465588880927728,-0.22784382092258318,-0.04274899288530377,0.020645799549562,0.29940056978265894,-0.161634061314447,-0.5651997521845274,0.03943054648881404,0.1595444780352661,-0.21709497609669,-0.0429639923167507,-0.625481759951379,-0.11651019690530713,-0.017971783612857943,0.36699802232541856
-0.2741827766268503,0.239008627991448,0.5110160476563932,0.1857101908044306,-0.0010385009404948733,-0.9820257477110783,-0.03370574698291385,-0.03794065774045812,-0.8832343947587018,0.12752469341768374,0.09615011344405576,1.222584430411377,0.10119069643211508,-0.1055086368429551,-1.280224751346589,0.10431825389715817,-0.07030593196525983,1.02583686299844,-0.24337371695055607,-0.05281835559186391,0.03273030405075772,0.3011973424869962,-0.17125454328183046,-0.5704809772730179,0.05374278404676446,0.15429891641909455,-0.22818795196464006,-0.04326429695059435,-0.65241614727942,-0.12351655723262875,-0.0178148089584675,0.3605352492814702
-0.2821706959752566,0.24204650459752214,0.51416888711587,0.18382599831620486,-0.000807217783029422,-0.9824983730853803,-0.030071541814179308,-0.04872435187834361,-0.9975860082303161,0.16620717954588668,0.10137966101787359,1.4329751243232949,0.056785878251280196,-0.03227770721851995,-1.2417181866170937,0.11473419525623814,-0.0713374102530963,1.0129031321811506,-0.26358002193414937,-0.05150684027421604,0.03859560769354208,0.30604384811327534,-0.1821045446373646,-0.573727622294341,0.05279706203989155,0.14756157255659258,-0.24296135443506112,-0.044441381836549394,-0.6781342965390648,-0.12399975735182486,-0.03012570813347687,0.36398405926426836
-0.29118790804433453,0.24496493878566178,0.5162369046017372,0.18103172099379658,-0.0017182844963841795,-0.9830947371117567,-0.027373369459735515,-0.05876107717417489,-1.1122967717888783,0.19064342335812576,0.09060999220557761,1.6125374280542741,0.014864801435305856,0.013026674342371258,-1.2119814904470332,0.136134269161745,-0.04178071652508381,1.0177742627249986,-0.2655355663253418,-0.034967194076051644,0.04810304610257007,0.3088054913489114,-0.18009120931299738,-0.5736404015237371,0.05163021325802042,0.14039824136858012,-0.26127005961347544,-0.042115867034214285,-0.7009376881402923,-0.12124182973744224,-0.030684729231978722,0.3641864133424294
-0.2995230900493408,0.24806474963701672,0.519383962844669,0.1784992656189454,-0.003533192533367039,-0.983683297631236,-0.02219681700956161,-0.0706937406734948,-1.2291325002660711,0.20262469860845025,0.07353948562477551,1.740515312439506,-0.01987857493148986,0.047595564329416876,-1.1736660442902114,0.14092475612662608,-0.035944118285012525,1.0102343653619965,-0.2863827587830979,-0.028945307995459656,0.05685769414475508,0.305552043543334,-0.16972304940109864,-0.5679086527103259,0.05857310146495789,0.13063245466064763,-0.27674615980029105,-0.03957883533006214,-0.7142809363763314,-0.12404018708788274,-0.015065006990965881,0.36995027097462346
-0.3070986300358043,0.25224880109820186,0.5243305971140801,0.17613696065318007,-0.007955435427346254,-0.9842262916963875,-0.014528897845276344,-0.07747414702919163,-1.3318199615901956,0.19813393750703917,0.0589739048908499,1.7952375491328836,-0.037712655786818566,0.05826841818273121,-1.1246936511356393,0.12839055325005827,-0.03818397810962625,0.9874788407625861,-0.30679992492872765,-0.020412150230346926,0.057095235130465126,0.28341773940325243,-0.12843807559860662,-0.5546266266680695,0.03464473270526047,0.12007412317140365,-0.28381557745667524,-0.06822823101054729,-0.7322635493982398,-0.11059913237558214,-0.010762990853047459,0.3840567146495936
-0.3140894761195884,0.25438575480122555,0.5281160878560491,0.1763386755506927,-0.009209489611214322,-0.9842514224558045,-0.008306274727789907,-0.07963714350533414,-1.437694221108004,0.19650347223978948,0.04966773960911749,1.809641039050476,-0.05051974528416881,0.07030423724956975,-1.0853856682151697,0.1171806009033561,-0.046502431669577494,0.9603940413771924,-0.3196363269445635,-0.006851721410798268,0.059919743355214945,0.2792991205913836,-0.1133394467202428,-0.5448211069107581,0.021965485013329133,0.1098098788879526,-0.29059143187759784,-0.06733736552415018,-0.7459887634175867,-0.1040351435886176,-0.0005450341688606067,0.38824821547090377
-0.31655368906725195,0.2543500965469903,0.5318107596189043,0.16876633075443595,-0.011328659097137688,-0.9855775179829946,-0.0051520028362887086,-0.07962823110037091,-1.5105368081760513,0.18785266887192026,0.05821390604642432,1.7879386883079635,-0.09704647787078141,0.08585385168142351,-1.0414673162263293,0.1000567797480179,-0.047615884279719696,0.9465225477604153,-0.32664172257973884,0.013136886768970603,0.08245110494226429,0.2709492307393508,-0.10137292114756614,-0.5284992705157389,0.004079926033969475,0.11592085076156487,-0.298231691919367,-0.05228280813148421,-0.7608779479639615,-0.09027711976442282,0.016903693487564247,0.415817887002675
-0.32000583363486546,0.25360692827185,0.5358739123291765,0.16700960749717578,-0.014803509074292136,-0.985841487240528,-0.0022823580153692852,-0.07385556682870033,-1.5612810086122113,0.17143021151718024,0.08470168889372827,1.7025825876251734,-0.1133497419139592,0.10510585889657655,-1.0080821084182816,0.07604805963783362,-0.04704619380100268,0.9222376964036066,-0.3305739082018306,0.031165432385920986,0.08719725636625493,0.26206995148207635,-0.10229830902146557,-0.5115627968040111,0.0032755345599921456,0.10467918216612998,-0.3150645457962091,-0.023786589758321403,-0.7682985576450775,-0.08162256594109697,0.02649692647210639,0.42475253017576386
